pmcid,keyword_raw,keyword_normalised,licence_code
PMC11608648,hypertension and therapy,hypertension and therapy,by
PMC11608648,newcastle-ottawa-scale,newcastle-ottawa-scale,by
PMC11608648,prevalence of smoking,prevalence of smoking,by
PMC11608648,risk factors of cardiovascular diseases,risk factors of cardiovascular diseases,by
PMC11610209,calorie labelling,calorie labelling,by
PMC11610209,dietary habits,dietary habits,by
PMC11610209,eating behavior,eating behavior,by
PMC11610209,nutrition awareness,nutrition awareness,by
PMC11610209,public health,public health,by
PMC11604175,blood glucose estimation,blood glucose estimation,by
PMC11604175,diabetes mellitus,diabetes mellitus,by
PMC11604175,glycolysis,glycolysis,by
PMC11604175,serum tubes,serum tubes,by
PMC11604175,sodium fluoride tubes,sodium fluoride tubes,by
PMC11608074,body composition,body composition,by
PMC11608074,body mass index,body mass index,by
PMC11608074,sglt2 inhibitors,sglt2 inhibitors,by
PMC11608074,type 2 diabetes mellitus,type 2 diabetes mellitus,by
PMC11608074,weight management,weight management,by
PMC11604213,alzheimer’s dementia,alzheimer’s dementia,by
PMC11604213,amyloid plaques,amyloid plaques,by
PMC11604213,dipeptidyl peptidase-4 inhibitors,dipeptidyl peptidase-4 inhibitors,by
PMC11604213,drugs repurposing,drugs repurposing,by
PMC11604213,neurofibrillary tangles (nfts),neurofibrillary tangles (nfts),by
PMC11604213,types 2 diabetes,types 2 diabetes,by
PMC11608831,case report,case report,by
PMC11608831,fungal rhinosinusitis,fungal rhinosinusitis,by
PMC11608831,invasive fungal infections,invasive fungal infections,by
PMC11608831,mucormycosis,mucormycosis,by
PMC11608831,opportunistic fungal infections,opportunistic fungal infections,by
PMC11608831,post-covid-19 mucormycosis,post-covid-19 mucormycosis,by
PMC11608831,uncontrolled diabetes mellitus,uncontrolled diabetes mellitus,by
PMC11605486,candida auris,candida auris,by
PMC11605486,candidiasis,candidiasis,by
PMC11605486,drug-resistant fungi,drug-resistant fungi,by
PMC11605486,urine,urine,by
PMC11605486,uti,uti,by
PMC11606437,continuous glucose monitoring systems,continuous glucose monitoring systems,by
PMC11606437,diabetes,diabetes,by
PMC11606437,fasting,fasting,by
PMC11606437,glycemic control,glycemic control,by
PMC11606437,ramadan,ramadan,by
PMC11604236,d&s,d&s,by
PMC11604236,os,os,by
PMC11604236,oxidative stress,oxidative stress,by
PMC11604236,smokers,smokers,by
PMC11604236,t2dm,t2dm,by
PMC11604236,trace elements,trace elements,by
PMC11607487,chronic total occlusion,chronic total occlusion,by
PMC11607487,percutaneous coronary intervention,percutaneous coronary intervention,by
PMC11607487,diabetes mellitus,diabetes mellitus,by
PMC11607487,major adverse cardiac events,major adverse cardiac events,by
PMC11607487,left ventricular systolic dysfunction,left ventricular systolic dysfunction,by
PMC11612288,acne,acne,by
PMC11612288,carb cravings,carb cravings,by
PMC11612288,day sleep,day sleep,by
PMC11612288,hidradenitis,hidradenitis,by
PMC11612288,hirsutism,hirsutism,by
PMC11612288,memory loss,memory loss,by
PMC11612288,no concertation,no concertation,by
PMC11612288,psoriasis,psoriasis,by
PMC11612288,s: insulin resistance,s: insulin resistance,by
PMC11612288,skin manefestation suppurativa,skin manefestation suppurativa,by
PMC11608834,acute cerebral infarction,acute cerebral infarction,by
PMC11608834,aortic dissection (ad),aortic dissection (ad),by
PMC11608834,cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy (cadasil),cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy (cadasil),by
PMC11608834,large vessel,large vessel,by
PMC11608834,notch3 gene,notch3 gene,by
PMC11608834,small vessel,small vessel,by
PMC11608834,vascular dissection,vascular dissection,by
PMC11608421,in-hospital mortality,in-hospital mortality,by
PMC11608421,liver cirrhosis,liver cirrhosis,by
PMC11608421,prognosis,prognosis,by
PMC11608421,scoring system,scoring system,by
PMC11608421,viral hepatitis b and c,viral hepatitis b and c,by
PMC11602244,biomarker,biomarker,by
PMC11602244,diabetes mellitus,diabetes mellitus,by
PMC11602244,heart failure,heart failure,by
PMC11602244,nt-probnp,nt-probnp,by
PMC11602244,screening,screening,by
PMC11599163,arterial stiffness,arterial stiffness,by
PMC11599163,cardiovascular health,cardiovascular health,by
PMC11599163,type 2 diabetes mellitus glycemic control,type 2 diabetes mellitus glycemic control,by
PMC11599163,vascular aging,vascular aging,by
PMC11599163,yoga,yoga,by
PMC11590687,basal ganglia hyperintensities,basal ganglia hyperintensities,by
PMC11590687,case report,case report,by
PMC11590687,lentiform fork sign,lentiform fork sign,by
PMC11590687,stoke,stoke,by
PMC11590687,uremic encephalopathy,uremic encephalopathy,by
PMC11594524,diagnostic accuracy,diagnostic accuracy,by
PMC11594524,magnetic resonance imaging,magnetic resonance imaging,by
PMC11594524,rotator cuff,rotator cuff,by
PMC11594524,shoulder pain,shoulder pain,by
PMC11594524,ultrasonography,ultrasonography,by
PMC11590170,2d shear wave elastography,2d shear wave elastography,by
PMC11590170,bmi,bmi,by
PMC11590170,hba1c,hba1c,by
PMC11590170,lipid profile,lipid profile,by
PMC11590170,liver fibrosis,liver fibrosis,by
PMC11590170,liver stiffness,liver stiffness,by
PMC11590170,non-alcoholic fatty liver disease,non-alcoholic fatty liver disease,by
PMC11590170,type 2 diabetes mellitus,type 2 diabetes mellitus,by
PMC11590170,ultrasound,ultrasound,by
PMC11589657,bacteremia,bacteremia,by
PMC11589657,gram-negative bacteremia,gram-negative bacteremia,by
PMC11589657,hematogenous,hematogenous,by
PMC11589657,iliopsoas abscesses,iliopsoas abscesses,by
PMC11589657,infective discitis,infective discitis,by
PMC11589657,pseudomonas aeroginosa,pseudomonas aeroginosa,by
PMC11589657,secondary iliopsoas abscess,secondary iliopsoas abscess,by
PMC11589657,vertebral-osteomyelitis,vertebral-osteomyelitis,by
PMC11585485,chronic periodontitis,chronic periodontitis,by
PMC11585485,comparative evaluation,comparative evaluation,by
PMC11585485,diabetes and periodontitis,diabetes and periodontitis,by
PMC11585485,mogibacterium timidum,mogibacterium timidum,by
PMC11585485,real time pcr,real time pcr,by
PMC11586061,aseer,aseer,by
PMC11586061,diabetes,diabetes,by
PMC11586061,hypoglycemia,hypoglycemia,by
PMC11586061,hypoglycemic attacks,hypoglycemic attacks,by
PMC11586061,saudi arabia,saudi arabia,by
PMC11584147,dyslipidemia,dyslipidemia,by
PMC11584147,fatty liver index,fatty liver index,by
PMC11584147,hepatic steatosis (masld),hepatic steatosis (masld),by
PMC11584147,metabolic syndrome (mets),metabolic syndrome (mets),by
PMC11584147,nafld liver fat score,nafld liver fat score,by
PMC11584147,nonalcoholic fatty liver disease (nafld),nonalcoholic fatty liver disease (nafld),by
PMC11584147,obesity,obesity,by
PMC11584147,systemic hypertension,systemic hypertension,by
PMC11584147,type-2 diabetes mellitus,type-2 diabetes mellitus,by
PMC11584147,visceral adiposity index,visceral adiposity index,by
PMC11585208,cardiac autonomic neuropathy,cardiac autonomic neuropathy,by
PMC11585208,cardiovascular reflex tests,cardiovascular reflex tests,by
PMC11585208,chronic stable angina,chronic stable angina,by
PMC11585208,heart rate variability (hrv),heart rate variability (hrv),by
PMC11585208,parasympathetic tone,parasympathetic tone,by
PMC11585208,percutaneous coronary intervention (pci),percutaneous coronary intervention (pci),by
PMC11585208,sympathetic tone,sympathetic tone,by
PMC11585208,type 2 diabetes mellitus,type 2 diabetes mellitus,by
PMC11585484,ft3,ft3,by
PMC11585484,ft4,ft4,by
PMC11585484,gestational diabetes mellitus,gestational diabetes mellitus,by
PMC11585484,glycemic status,glycemic status,by
PMC11585484,thyroid function,thyroid function,by
PMC11585484,tsh,tsh,by
PMC11588324,diabetes mellitus,diabetes mellitus,by
PMC11588324,diabetes treatment,diabetes treatment,by
PMC11588324,kerala,kerala,by
PMC11588324,management of diabetes,management of diabetes,by
PMC11588324,medication adherence,medication adherence,by
PMC11584213,fasting blood glucose,fasting blood glucose,by
PMC11584213,ferritin,ferritin,by
PMC11584213,gestational diabetes,gestational diabetes,by
PMC11584213,haemoglobin,haemoglobin,by
PMC11584213,oral glucose tolerance,oral glucose tolerance,by
PMC11584249,cognition,cognition,by
PMC11584249,glycated hemoglobin,glycated hemoglobin,by
PMC11584249,hyperlipidemia,hyperlipidemia,by
PMC11584249,lipid profile,lipid profile,by
PMC11584249,type 2 diabetes,type 2 diabetes,by
PMC11588321,anthropometric measures,anthropometric measures,by
PMC11588321,atherogenic co-efficient,atherogenic co-efficient,by
PMC11588321,atherogenic index,atherogenic index,by
PMC11588321,body mass index: bmi,body mass index: bmi,by
PMC11588321,cardiovascular risk (cvr),cardiovascular risk (cvr),by
PMC11588321,glycated hemoglobin (hba1c),glycated hemoglobin (hba1c),by
PMC11588321,lipid profiles,lipid profiles,by
PMC11588321,type2 diabetes mellitus,type2 diabetes mellitus,by
PMC11588321,urinary-albumin-creatinine-ratio (uacr),urinary-albumin-creatinine-ratio (uacr),by
PMC11588321,waist circumfernce,waist circumfernce,by
PMC11583276,benign prostatic hyperplasia (bph),benign prostatic hyperplasia (bph),by
PMC11583276,international prostate symptom score (ipss),international prostate symptom score (ipss),by
PMC11583276,lower urinary tract symptoms (luts),lower urinary tract symptoms (luts),by
PMC11583276,male luts,male luts,by
PMC11583276,nigeria,nigeria,by
PMC11583276,owerri,owerri,by
PMC11583276,urology,urology,by
PMC11586869,acute lower limb ischemia,acute lower limb ischemia,by
PMC11586869,case report,case report,by
PMC11586869,paraplegia,paraplegia,by
PMC11586869,saddle aortic embolus,saddle aortic embolus,by
PMC11586869,thrombectomy,thrombectomy,by
PMC11586918,Periodontitis,periodontitis,by
PMC11586918,periodontal disease,periodontal disease,by
PMC11586918,type 2 diabetes mellitus,type 2 diabetes mellitus,by
PMC11586918,prediabetic state.,prediabetic state.,by
PMC11582345,dental screening,dental screening,by
PMC11582345,diabetes mellitus,diabetes mellitus,by
PMC11582345,epidemiology and public health,epidemiology and public health,by
PMC11582345,oral health awareness,oral health awareness,by
PMC11582345,oral manifestation of systemic diseases,oral manifestation of systemic diseases,by
PMC11588144,bulgaria,bulgaria,by
PMC11588144,covid-19,covid-19,by
PMC11588144,mucormycosis,mucormycosis,by
PMC11588144,rhino-orbital-cerebral mucormycosis,rhino-orbital-cerebral mucormycosis,by
PMC11588144,treatment,treatment,by
PMC11586875,ballism,ballism,by
PMC11586875,chorea,chorea,by
PMC11586875,diabetic,diabetic,by
PMC11586875,hyperglycemia,hyperglycemia,by
PMC11586875,striatopathy,striatopathy,by
PMC11580818,cannula,cannula,by
PMC11580818,diabetes,diabetes,by
PMC11580818,hyperglycemia,hyperglycemia,by
PMC11580818,infusion site,infusion site,by
PMC11580818,insulin pump,insulin pump,by
PMC11580818,teflon,teflon,by
PMC11580819,exogenous insulin autoimmune syndrome,exogenous insulin autoimmune syndrome,by
PMC11580819,hyperglycemia,hyperglycemia,by
PMC11580819,hyperinsulinemia,hyperinsulinemia,by
PMC11580819,hypoglycemia,hypoglycemia,by
PMC11580819,insulin autoantibody,insulin autoantibody,by
PMC11576062,ada guidelines,ada guidelines,by
PMC11576062,adherence to guidelines,adherence to guidelines,by
PMC11576062,american diabetic association,american diabetic association,by
PMC11576062,glucagon-like peptide 1 receptor agonist (glp-1a),glucagon-like peptide 1 receptor agonist (glp-1a),by
PMC11576062,sodium-glucose cotransporter 2 inhibitor (sglt2i),sodium-glucose cotransporter 2 inhibitor (sglt2i),by
PMC11576062,type 2 diabetes mellitus,type 2 diabetes mellitus,by
PMC11574696,fetal outcomes,fetal outcomes,by
PMC11574696,gestational diabetes mellitus,gestational diabetes mellitus,by
PMC11574696,maternal outcomes,maternal outcomes,by
PMC11574696,randomized controlled trials,randomized controlled trials,by
PMC11574696,telemedicine,telemedicine,by
PMC11579796,antimicrobial resistance,antimicrobial resistance,by
PMC11579796,non-typhoidal salmonella,non-typhoidal salmonella,by
PMC11579796,transient urocolpos,transient urocolpos,by
PMC11579796,urinary tract infection,urinary tract infection,by
PMC11579796,vesicovaginal reflux,vesicovaginal reflux,by
PMC11579403,diabetes,diabetes,by
PMC11579403,gliosis,gliosis,by
PMC11579403,neuronal degeneration,neuronal degeneration,by
PMC11579403,neuroprotection,neuroprotection,by
PMC11579403,traditional medicine,traditional medicine,by
PMC11579403,vacuolation,vacuolation,by
PMC11576614,diabetic kidney disease,diabetic kidney disease,by
PMC11576614,lipid metabolism,lipid metabolism,by
PMC11576614,lxr-α gene,lxr-α gene,by
PMC11576614,single nuclear polymorphism,single nuclear polymorphism,by
PMC11576614,type 2 diabetes,type 2 diabetes,by
PMC11578637,cardiorenal protection,cardiorenal protection,by
PMC11578637,cardiovascular outcomes,cardiovascular outcomes,by
PMC11578637,comparative effectiveness,comparative effectiveness,by
PMC11578637,diabetes management,diabetes management,by
PMC11578637,glp-1 receptor agonists,glp-1 receptor agonists,by
PMC11578637,major adverse cardiovascular events (mace),major adverse cardiovascular events (mace),by
PMC11578637,metabolic effects,metabolic effects,by
PMC11578637,patient subgroups,patient subgroups,by
PMC11578637,systematic review,systematic review,by
PMC11578637,type 2 diabetes mellitus,type 2 diabetes mellitus,by
PMC11574914,diabetes,diabetes,by
PMC11574914,gastroparesis,gastroparesis,by
PMC11574914,saudi arabia,saudi arabia,by
PMC11574914,type 1 diabetes mellitus (t1d),type 1 diabetes mellitus (t1d),by
PMC11574914,type 2 diabetes mellitus,type 2 diabetes mellitus,by
PMC11578857,drug-induced lupus,drug-induced lupus,by
PMC11578857,drug-induced lupus (dil),drug-induced lupus (dil),by
PMC11578857,hydralazine-induced lupus syndrome,hydralazine-induced lupus syndrome,by
PMC11578857,rare side effect,rare side effect,by
PMC11578857,rheumatology,rheumatology,by
PMC11579408,benefits of glp-1 agonists,benefits of glp-1 agonists,by
PMC11579408,diabetes,diabetes,by
PMC11579408,glp-1 agonist,glp-1 agonist,by
PMC11579408,glucagon-like peptide,glucagon-like peptide,by
PMC11579408,liraglutide,liraglutide,by
PMC11579408,management of type 2 diabetes,management of type 2 diabetes,by
PMC11579408,obstructive sleep apnea,obstructive sleep apnea,by
PMC11579408,tirzepatide,tirzepatide,by
PMC11578860,antidiarrheal agents,antidiarrheal agents,by
PMC11578860,diabetes mellitus,diabetes mellitus,by
PMC11578860,diarrhea,diarrhea,by
PMC11578860,glycemic control,glycemic control,by
PMC11578860,steroids,steroids,by
PMC11575501,euglycaemic diabetic ketoacidosis,euglycaemic diabetic ketoacidosis,by
PMC11575501,high anion gap metabolic acidosis,high anion gap metabolic acidosis,by
PMC11575501,perioperative diabetic ketoacidosis,perioperative diabetic ketoacidosis,by
PMC11575501,pre-operative evaluation,pre-operative evaluation,by
PMC11575501,sodium-glucose transporter-2 inhibitors,sodium-glucose transporter-2 inhibitors,by
PMC11579401,central corneal thickness,central corneal thickness,by
PMC11579401,diabetic retinopathy,diabetic retinopathy,by
PMC11579401,glycosylated haemoglobin,glycosylated haemoglobin,by
PMC11579401,keratometry,keratometry,by
PMC11579401,type ii diabetes,type ii diabetes,by
PMC11568484,bariatric metabolic surgery,bariatric metabolic surgery,by
PMC11568484,cardiovascular outcomes,cardiovascular outcomes,by
PMC11568484,glp-1 receptor agonists,glp-1 receptor agonists,by
PMC11568484,meta-analysis,meta-analysis,by
PMC11568484,mortality,mortality,by
