pmcid,pmid,doi,licence,licence_source,retrieval_batch,keyword_group_classification_rule,n_confidently_author_keywords,included_in_benchmark_construction
PMC11622169,39650923.0,10.7759/cureus.73111,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_aa9f8295be790ce3,confidently_author only (ambiguous/clearly_not_author excluded),10,True
PMC11614361,39628759.0,10.7759/cureus.72937,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_aebc9f97e6c4951a,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11611797,39628758.0,10.7759/cureus.72902,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_aebc9f97e6c4951a,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC11608648,39618736.0,10.7759/cureus.72848,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_aebc9f97e6c4951a,confidently_author only (ambiguous/clearly_not_author excluded),10,True
PMC11610209,39624531.0,10.7759/cureus.72876,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_aebc9f97e6c4951a,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC11604175,39610588.0,10.7759/cureus.72641,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_aebc9f97e6c4951a,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11608074,39618646.0,10.7759/cureus.72771,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_aebc9f97e6c4951a,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC11604213,39610591.0,10.7759/cureus.72648,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_aebc9f97e6c4951a,confidently_author only (ambiguous/clearly_not_author excluded),6,False
PMC11608831,39618758.0,10.7759/cureus.74852,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_aebc9f97e6c4951a,confidently_author only (ambiguous/clearly_not_author excluded),7,True
PMC11605486,39618654.0,10.7759/cureus.72676,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_aebc9f97e6c4951a,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11606437,39618608.0,10.7759/cureus.72710,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_aebc9f97e6c4951a,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11604236,39610617.0,10.7759/cureus.72618,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_aebc9f97e6c4951a,confidently_author only (ambiguous/clearly_not_author excluded),6,False
PMC11607487,39618875.0,10.31083/j.rcm2511396,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_aebc9f97e6c4951a,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC11612288,39628749.0,10.7759/cureus.72905,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_aebc9f97e6c4951a,confidently_author only (ambiguous/clearly_not_author excluded),10,True
PMC11608834,39618760.0,10.7759/cureus.72852,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_aebc9f97e6c4951a,confidently_author only (ambiguous/clearly_not_author excluded),7,False
PMC11608421,39618761.0,10.7759/cureus.72823,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_aebc9f97e6c4951a,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC11602244,39606498.0,10.7759/cureus.72576,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_b46164e8ef0a2859,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11599163,39606504.0,10.7759/cureus.72507,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_b46164e8ef0a2859,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11590687,39600546.0,10.7759/cureus.74339,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_0cc312db2d5da053,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC11594524,39600782.0,10.7759/cureus.72497,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_0cc312db2d5da053,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC11590170,39600758.0,10.7759/cureus.72471,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_0cc312db2d5da053,confidently_author only (ambiguous/clearly_not_author excluded),9,True
PMC11589657,39600748.0,10.7759/cureus.72463,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_0cc312db2d5da053,confidently_author only (ambiguous/clearly_not_author excluded),8,True
PMC11585485,39583447.0,10.7759/cureus.72338,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_8757cc1f44581876,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC11586061,39583394.0,10.7759/cureus.72374,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_8757cc1f44581876,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11584147,39583363.0,10.7759/cureus.72222,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_8757cc1f44581876,confidently_author only (ambiguous/clearly_not_author excluded),10,True
PMC11585208,39583530.0,10.7759/cureus.72278,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_8757cc1f44581876,confidently_author only (ambiguous/clearly_not_author excluded),8,True
PMC11585484,39583465.0,10.7759/cureus.72339,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_8757cc1f44581876,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC11588324,39588435.0,10.7759/cureus.72408,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_8757cc1f44581876,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11584213,39583387.0,10.7759/cureus.72155,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_8757cc1f44581876,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11584249,39583396.0,10.7759/cureus.72227,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_8757cc1f44581876,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11588321,39588429.0,10.7759/cureus.72414,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_8757cc1f44581876,confidently_author only (ambiguous/clearly_not_author excluded),10,True
PMC11583276,39583434.0,10.7759/cureus.72188,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_8757cc1f44581876,confidently_author only (ambiguous/clearly_not_author excluded),7,False
PMC11586869,39588401.0,10.7759/cureus.72362,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_8757cc1f44581876,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC11586918,39588166.0,10.12688/wellcomeopenres.23036.4,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_8757cc1f44581876,confidently_author only (ambiguous/clearly_not_author excluded),4,False
PMC11582345,39583515.0,10.7759/cureus.72164,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_8757cc1f44581876,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC11588144,39588397.0,10.7759/cureus.72434,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_8757cc1f44581876,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11586875,39588441.0,10.7759/cureus.72284,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_8757cc1f44581876,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11580818,39575358.0,10.7759/cureus.73900,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_b44945119bb17f63,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC11580819,39575003.0,10.7759/cureus.72067,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_b44945119bb17f63,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11576062,39563693.0,10.7759/cureus.73850,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_b44945119bb17f63,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC11574696,39564055.0,10.7759/cureus.71907,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_b44945119bb17f63,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11579796,39574991.0,10.7759/cureus.72100,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_b44945119bb17f63,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11579403,39575021.0,10.7759/cureus.72079,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_b44945119bb17f63,confidently_author only (ambiguous/clearly_not_author excluded),6,False
PMC11576614,39569292.0,10.7759/cureus.71981,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_b44945119bb17f63,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11578637,39568487.0,10.7759/cureus.73705,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_b44945119bb17f63,confidently_author only (ambiguous/clearly_not_author excluded),10,True
PMC11574914,39564066.0,10.7759/cureus.71920,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_b44945119bb17f63,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11578857,39575041.0,10.7759/cureus.72069,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_b44945119bb17f63,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11579408,39574978.0,10.7759/cureus.72080,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_b44945119bb17f63,confidently_author only (ambiguous/clearly_not_author excluded),8,True
PMC11578860,39575018.0,10.7759/cureus.72070,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_b44945119bb17f63,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11575501,39564057.0,10.7759/cureus.71931,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_b44945119bb17f63,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11579401,39575350.0,10.7759/cureus.74116,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_b44945119bb17f63,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11568484,39552962.0,10.7759/cureus.71684,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_5d3533d80079c6ca,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11572685,39559606.0,10.7759/cureus.71863,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_5d3533d80079c6ca,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11570705,39559649.0,10.7759/cureus.71814,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_5d3533d80079c6ca,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC11569825,39553031.0,10.7759/cureus.71796,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_5d3533d80079c6ca,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11568420,39553160.0,10.7759/cureus.71675,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_5d3533d80079c6ca,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC11564366,39553073.0,10.7759/cureus.71569,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_5d3533d80079c6ca,confidently_author only (ambiguous/clearly_not_author excluded),10,True
PMC11568517,39553161.0,10.7759/cureus.71693,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_5d3533d80079c6ca,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC11568967,39553106.0,10.7759/cureus.71739,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_5d3533d80079c6ca,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC11564130,39553104.0,10.7759/cureus.71564,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_5d3533d80079c6ca,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11570704,39559676.0,10.7759/cureus.71813,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_5d3533d80079c6ca,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11563770,39553044.0,10.7759/cureus.71536,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_5d3533d80079c6ca,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC11568830,39552971.0,10.7759/cureus.71717,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_5d3533d80079c6ca,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC11560389,39544568.0,10.7759/cureus.71448,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_fd6a260fb331a84b,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11555462,39534824.0,10.7759/cureus.71345,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_fd6a260fb331a84b,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC11557727,39539865.0,10.7759/cureus.71398,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_fd6a260fb331a84b,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC11554441,39534803.0,10.7759/cureus.71285,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_fd6a260fb331a84b,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC11557730,39539878.0,10.7759/cureus.71392,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_fd6a260fb331a84b,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11550883,39525114.0,10.7759/cureus.71240,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_fd6a260fb331a84b,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11551071,39529778.0,10.7759/cureus.71281,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_fd6a260fb331a84b,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC11555695,39222030.0,10.1042/BCJ20240425,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_fd6a260fb331a84b,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11560319,39539883.0,10.7759/cureus.71479,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_fd6a260fb331a84b,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC11560390,39544614.0,10.7759/cureus.71414,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_fd6a260fb331a84b,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11561859,39544590.0,10.7759/cureus.71515,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_fd6a260fb331a84b,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11548677,39525193.0,10.7759/cureus.71160,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_c0b8c1aed402bc57,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC11539834,39507172.0,10.7759/cureus.70998,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_c0b8c1aed402bc57,confidently_author only (ambiguous/clearly_not_author excluded),5,True
