keyword,canonical_form,cluster_id,freq
P solubilization,P solubilization,P solubilization,2
Augmented Construction,Augmented Construction,Augmented Construction,1
Interlocking Joinery,Interlocking Joinery,Interlocking Joinery,1
Structural Optimization,Structural optimization,Structural optimization,4
Timber Structures,Timber structures,Timber structures,4
Bio-based fertilizer,Bio-based fertilizers,Bio-based fertilizers,12
Durum wheat,Durum wheat,Durum wheat,3
Ferrihydrite,Ferrihydrite,Ferrihydrite,2
Geobacter sulfurreducens,Geobacter sulfurreducens,Geobacter sulfurreducens,1
Green rust,Green process,Green process,58
White lupin,White lupin,White lupin,2
Bioactive products,Bioactive products,Bioactive products,1
Electro-membrane process,Electro-membrane process,Electro-membrane process,3
Carbon dioxide utilisation,Carbon dioxide utilisation,Carbon dioxide utilisation,1
Holy Cross (HC),Holy Cross (HC),Holy Cross (HC),1
Management challenges,Management challenges,Management challenges,1
Management strategies,Management strategies,Management strategies,7
Rural hospitals,Rural hospitals,Rural hospitals,2
ST Theresa (STT),ST Theresa (STT),ST Theresa (STT),1
Chlorella Vulgaris,Chlorella vulgaris,Chlorella vulgaris,10
CO2 Bio-fixation,CO2 Bio-fixation,CO2 Bio-fixation,1
Tuna Processing Factory Wastewater,Tuna Processing Factory Wastewater,Tuna Processing Factory Wastewater,1
Anticancer activity,Anticancer activity,Anticancer activity,3
Biomass wastes,Biomass,Biomass,372
Circular Plastics Alliance,Circular Plastics Alliance,Circular Plastics Alliance,2
Legal Theory,Legal Theory,Legal Theory,1
Plastic Recycling,Plastic waste,Plastic waste,614
Green biotechnology,Green biotechnology,Green biotechnology,1
Haloarchaea,Haloarchaea,Haloarchaea,3
Activity-based view,Activity-based view,Activity-based view,1
Third-party loop operators,Third-party loop operators,Third-party loop operators,1
Monte Carlo,Monte carlo,Monte carlo,4
Platform chemical,Platform chemicals,Platform chemicals,15
Multilevel models,Multilevel models,Multilevel models,2
Fluidized-bed,Fluidized bed,Fluidized bed,6
Hazardous substances,Hazardous waste,Hazardous waste,39
Manufactured aggregate,Manufactured aggregate,Manufactured aggregate,2
Downstream processing,Downstream processing,Downstream processing,6
decentralized management,Decentralized management,Decentralized management,2
in-kind donations,in-kind donations,in-kind donations,1
prison rehabilitation sustainable construction,prison rehabilitation sustainable construction,prison rehabilitation sustainable construction,1
Power,Power,Power,2
Refused derived fuel,Refused derived fuel,Refused derived fuel,2
Sulfur-iodine thermochemical cycle,Sulfur-iodine thermochemical cycle,Sulfur-iodine thermochemical cycle,1
Food quality and safety,Food quality and safety,Food quality and safety,2
Fruit by-product valorisation,Fruit by-product valorisation,Fruit by-product valorisation,1
Fruit peel extracts,Fruit peel extracts,Fruit peel extracts,1
Natural antimicrobials,Natural antimicrobials,Natural antimicrobials,1
Sustainable extraction methods,Sustainable extraction methods,Sustainable extraction methods,1
Food tourism,Food tourism,Food tourism,2
Sustainable culinary systems,Sustainable culinary systems,Sustainable culinary systems,1
business functional areas,business functional areas,business functional areas,1
circular economy indicators,Circular economy,Circular economy,14811
dynamic innovation,dynamic innovation,dynamic innovation,1
ESG strategy,ESG strategy,ESG strategy,1
fashion supply chains,fashion supply chains,fashion supply chains,2
innovation strategy,innovation strategy,innovation strategy,1
luxury apparel,luxury apparel,luxury apparel,1
Ecological materials,Ecological materials,Ecological materials,1
Greening and circular economy,Greening and circular economy,Greening and circular economy,1
Multilayer plastic,Multilayer plastic,Multilayer plastic,2
Biomolecules,Biomolecules,Biomolecules,3
Picochlorum sp.,Picochlorum sp.,Picochlorum sp.,1
Sub-pilot scale,Sub-pilot scale,Sub-pilot scale,1
Tetraselmis indica,Tetraselmis indica,Tetraselmis indica,1
Engine performance,Engine performance,Engine performance,4
Exhaust emission,Exhaust emission,Exhaust emission,2
Low-grade coal gasification,Low-grade coal gasification,Low-grade coal gasification,1
Policy convergence,Policy convergence,Policy convergence,1
firm value,firm value,firm value,1
signaling theory,signaling theory,signaling theory,3
social media,Social media,Social media,17
Chondroitin,Chondroitin,Chondroitin,1
E. coli K4,E. coli K4,E. coli K4,1
Second cheese whey,Second cheese whey,Second cheese whey,2
Co-occurrence,Co-occurrence,Co-occurrence,2
Structure of research,Structure of research,Structure of research,1
Trending analysis,Trending analysis,Trending analysis,1
Insects–based feeds,Insects–based feeds,Insects–based feeds,1
Insect–based food,Insect–based food,Insect–based food,1
Industrial zoning,Industrial zoning,Industrial zoning,1
Socioeconomic sustainability,Socioeconomic sustainability,Socioeconomic sustainability,2
Enterprise input–output,Enterprise input–output,Enterprise input–output,1
Niobium supply chain,Niobium supply chain,Niobium supply chain,1
Circular network construction,Circular network construction,Circular network construction,1
Commercial use,Commercial use,Commercial use,1
Gas supply reliability,Gas supply reliability,Gas supply reliability,1
Household use,Household use,Household use,1
change agency,change agency,change agency,1
contextual change,contextual change,contextual change,1
emotions,emotions,emotions,4
Decentralized Energy Systems,Decentralized Energy Systems,Decentralized Energy Systems,1
Lignocellulosic Biomass,Lignocellulosic biomass,Lignocellulosic biomass,128
Sustainable Biofuels,Sustainability,Sustainability,5297
Thermochemical and Biochemical Conversion,Thermochemical and Biochemical Conversion,Thermochemical and Biochemical Conversion,1
Agrochemical pollution,Agrochemical pollution,Agrochemical pollution,2
Glyphosate-based herbicide,Glyphosate-based herbicide,Glyphosate-based herbicide,1
"Tomato, poultry manure","Tomato, poultry manure","Tomato, poultry manure",1
Clay-cork composite,Clay-cork composite,Clay-cork composite,1
Sheep wool fibers,Sheep wool fibers,Sheep wool fibers,2
Thermomechanical behavior,Thermomechanical behavior,Thermomechanical behavior,1
Sustainability potential,Sustainability,Sustainability,5297
cognitive frames,cognitive frames,cognitive frames,2
multi-stakeholder collaboration,multi-stakeholder collaboration,multi-stakeholder collaboration,1
resource recovery from waste,Resource recovery from waste,Resource recovery from waste,3
Bayesian networks,Bayesian networks,Bayesian networks,2
Soft computing approach,Soft computing approach,Soft computing approach,1
Bayesian statistics,Bayesian statistics,Bayesian statistics,1
missing data,missing data,missing data,2
probabilistic modeling,probabilistic modeling,probabilistic modeling,1
uncertainty quantification,uncertainty quantification,uncertainty quantification,2
cholesterol,Cholesterol,Cholesterol,4
egg quality,egg quality,egg quality,4
laying hen,laying hen,laying hen,2
mushroom waste,mushroom waste,mushroom waste,1
oxidative stability,Oxidative stability,Oxidative stability,9
Bio-methane production,Biomethane production,Biomethane production,9
Catalyst synthesis,Catalyst synthesis,Catalyst synthesis,1
Lipid extraction,Lipid extraction,Lipid extraction,3
Tetra pak,Tetra pak,Tetra pak,2
Anthropogenic soil,Anthropogenic soil,Anthropogenic soil,1
Anthroposol,Anthroposol,Anthroposol,1
Anthrosol,Anthrosol,Anthrosol,1
Artificial soil,Artificial soil,Artificial soil,3
Constructed Technosols,Constructed Technosols,Constructed Technosols,1
Construction and Demolition waste,Construction and demolition waste,Construction and demolition waste,199
Pedological engineering,Pedological engineering,Pedological engineering,1
Generation rate,Generation rate,Generation rate,1
multiple correlation,multiple correlation,multiple correlation,1
regression dependency,regression dependency,regression dependency,1
synergy,Synergy,Synergy,11
trade-off,Trade-offs,Trade-offs,14
waste management policy,Waste management,Waste management,1103
Citrus x sinensis,Citrus x sinensis,Citrus x sinensis,1
Nutritional quality,nutritional value,nutritional value,17
Total phenols,total phenols,total phenols,4
Vitamin C,vitamin E,vitamin E,13
Autonomous construction,Autonomous construction,Autonomous construction,1
Interlocking connections,Interlocking connections,Interlocking connections,1
international cooperation,International trade,International trade,26
policy incentives,policy incentives,policy incentives,3
transition strategies,transition strategies,transition strategies,2
Secretome analysis,Secretome analysis,Secretome analysis,1
Effectual business logic,Effectual business logic,Effectual business logic,1
Strong sustainability business model,Strong sustainability business model,Strong sustainability business model,1
Sustainable smartphone design,Sustainable smartphone design,Sustainable smartphone design,1
dynamic capabilities framework,dynamic capabilities framework,dynamic capabilities framework,1
inter-organizational level,inter-organizational level,inter-organizational level,1
resource-based view,Resource recovery,Resource recovery,491
sustainable dynamic capabilities,sustainable dynamic capabilities,sustainable dynamic capabilities,1
Invasive aquatic plants,Invasive aquatic plants,Invasive aquatic plants,1
electric vehicle battery production,electric vehicle battery production,electric vehicle battery production,1
fuzzy weighted influence nonlinear gauge system method,fuzzy weighted influence nonlinear gauge system method,fuzzy weighted influence nonlinear gauge system method,1
life principles,life principles,life principles,1
nature-inspired design,nature-inspired design,nature-inspired design,1
nature-inspired measurement,nature-inspired measurement,nature-inspired measurement,1
social dimension,Social inclusion,Social inclusion,18
societal factors,societal factors,societal factors,1
stakeholders involvement,stakeholders involvement,stakeholders involvement,2
Environmental stressors,Environmental stressors,Environmental stressors,1
Policy tools,Policy goals,Policy goals,6
evolutionary economics,Evolutionary economics,Evolutionary economics,2
Manufacturing value chain,Manufacturing value chain,Manufacturing value chain,1
circular economy barriers,Circular economy,Circular economy,14811
green product development,green product development,green product development,1
q-ROFS modeling,q-ROFS modeling,q-ROFS modeling,1
Emerging Technologies,Emerging economy,Emerging economy,62
Carbon co-production,Carbon co-production,Carbon co-production,1
Hydrogen production technologies,Hydrogen production technologies,Hydrogen production technologies,1
Solid carbon utilization,Solid carbon utilization,Solid carbon utilization,1
Antimicrobial laminates,Antimicrobial laminates,Antimicrobial laminates,1
Fire-damaged wood,Fire-damaged wood,Fire-damaged wood,1
Logging residues,Logging residues,Logging residues,2
Multifunctional panels,Multifunctional panels,Multifunctional panels,1
Recycled wood,Recycling,Recycling,1899
Polyphenol recovery,Polyphenol recovery,Polyphenol recovery,1
Autolysis,autolysis,autolysis,4
Organic coffee,Organic coffee,Organic coffee,1
Peruvian coffee,Peruvian coffee,Peruvian coffee,1
Relative eco-efficiency analysis,Relative eco-efficiency analysis,Relative eco-efficiency analysis,1
Agro-food Processing Industry,Agro-food Processing Industry,Agro-food Processing Industry,1
Industrial Parks (IP),Industrial Parks (IP),Industrial Parks (IP),1
Knowledge-attitude-Practice (KAP),Knowledge-attitude-Practice (KAP),Knowledge-attitude-Practice (KAP),1
Textile Industry,Textile industry,Textile industry,49
Waste derived photocatalysts,Waste derived photocatalysts,Waste derived photocatalysts,1
Dynamic LCA,Dynamic MFA,Dynamic MFA,5
Wood cascading,Wood cascading,Wood cascading,1
Atlantic salmon,Atlantic salmon,Atlantic salmon,4
Bioactive peptide,Bioactive peptides,Bioactive peptides,23
Health effect,Health effects,Health effects,5
In-silico production,In-silico production,In-silico production,1
Water desalination,Water desalination,Water desalination,3
