keyword,frequency
geophysical method,1
P-wave,1
seismic refraction,1
seismic velocity,1
After-effect,1
microbial starter,1
Crumb rubber-modified asphalt,1
Highway construction,1
Change process,1
Minor activity,1
green energy,1
anchoveta,1
Micropus,1
Coupling modeling,1
Economic constructions,1
Evaluation indexes systems,1
system dynamics,1
Environment conservation,1
Jaipur,1
Extraction parameters,1
Green nutshell,1
Recover,1
Critical condition,1
Through the wall,1
socioeconomic survey,1
Geometallurgy,1
Cross-linked polymers,1
Magic triangle,1
Protein separations,1
Sludge solubilization,1
Conventional polyethylenes,1
Copper chlorides,1
Lithium storage capacity,1
Poor performance,1
Legal definition,1
Dissection,1
mineral supplementation,1
Ettringites,1
Gamma spectroscopy,1
Percolation columns,1
Anaerobically digested sludges,1
Metal phosphates,1
acetals,1
Pharmaceutical intermediates,1
Eddy-current separator,1
Free market,1
Fuel diversification,1
Industrial customer,1
Fourier Analysis,1
Fourier transform near infrared,1
Liquid volume ratio,1
Municipal WWTP,1
Optimal reaction condition,1
Ethylene monomers,1
Submarine tenders,1
Manufacturer profitabilities,1
Lajes,1
Synergies,1
Santa Catarina (state),1
Consumer welfares,1
Product line design,1
Two-echelon supply chain,1
Operating temperature,1
polluter pays principle,1
compost like outputs,1
sowing,1
social exclusion,1
Paulownia,1
Laser-ablation inductively-coupled plasma mass spectrometry,1
Injection machines,1
Servohydraulic,1
Deconstruction methods,1
Furandicarboxylic acid (FDCA),1
Polyacrylonitriles,1
Carbonyl carbon,1
Composite fibers,1
Mechanical milling,1
Moisture properties,1
Polyacrylonitrile (PAN),1
Wet-spinning technique,1
Global climate model,1
Network flow model,1
Paper separation,1
Plastic separation,1
Separation rate,1
Sodium battery,1
Focus of Attention,1
National research institutes,1
Energy by-products,1
Multicriterium optimization calculation,1
Optimization calculation,1
Geographic dispersion,1
Reaction model,1
Resource handling,1
Barriers and constraints,1
Fundamental barriers,1
UK plastic pact,1
high school,1
Soft-link methodology,1
Community evolution,1
Export markets,1
Export policy,1
Hybrid life cycle assessment,1
Nutrient valorization,1
agro industrial wastewater valorisation,1
Decentralized models,1
Pareto improvements,1
Profit distributions,1
Technical activities,1
Interfacial performance,1
Nutrition Policy,1
Artificial bee colony algorithms,1
Disassembly sequencing,1
Hybrid metaheuristic algorithms,1
Multi objective algorithm,1
Variable neighborhood search,1
Fish scale gelatin,1
Nitrogen cycling,1
Phosphorus cycling,1
halogenated hydrocarbon,1
methylmercury,1
perfluoro compound,1
developmental disorder,1
fish stock,1
global disease burden,1
immunotoxicity,1
ocean environment,1
Confocal laser scanning microscope,1
Roughness coefficient,1
bacterial viability,1
Sphingopyxis,1
Residual sludge,1
Flexible structures,1
Local intervention,1
Number of iterations,1
Mobile Technology,1
Online commerce,1
Web platform,1
Mobile commerce,1
Biopolymer electrolyte,1
Portable applications,1
Recycling machineries,1
Firing (of materials),1
Nitrogen plasma,1
Plasma stability,1
Shielding,1
Electromagnetic shielding effectiveness,1
Gel casting,1
Mechanical stirring,1
Relative permittivity,1
Photosynthetic membranes,1
Enhanced biological phosphorus,1
Dryobalanops,1
Cupressus lusitanica Mill,1
Hydrolate,1
Superoxide anion radicals,1
Firmware,1
Enterprise servers,1
Food Preservatives,1
Natural preservatives,1
Tribological aspects,1
Tribological design,1
Horizontal drilling,1
Destructive operations,1
Selectivity investigation,1
Environmental responsibility,1
Application examples,1
Environmental decision support systems,1
Techniques and tools,1
Calcium silicate hydrate,1
Stabilization treatments,1
Anaerobically digested dairy manures,1
Full operational capabilities,1
Organics recycling,1
Chemostats,1
Fairness concerns,1
Production quantity,1
Rhine Delta,1
Westerschelde,1
merchant ship,1
accessory mineral,1
food contact chemical,1
disease incidence,1
Newsvendor models,1
Omnichannel retailing,1
Optimal order quantity,1
refurbished products,1
Retail operations,1
store return,1
Production regulations,1
Technical-economic validation,1
Poyang Lake,1
Forest health,1
Spatial econometric analyse,1
Spatial econometrics,1
wind velocity,1
forest ecological security index,1
Operating activities,1
Reference models,1
Geothites,1
Running cost,1
Self-sustainable,1
Fluidized bed combustors,1
Hydrotechnical,1
Residential building stocks,1
Service sector buildings,1
Char residues,1
Flax fabrics,1
Char-formation,1
Quinic Acid,1
Roasted coffee,1
Adoption of energy-efficiency measures,1
New business practices,1
Organizational skills,1
Social constructions,1
Biomass To Liquid,1
Biomass-to-liquid,1
Crude oil prices,1
Bi-reforming of methane,1
CO2 ennoblement,1
Temperature zone,1
Elbe Basin,1
Elbe River,1
Vltava Basin,1
Camelina sativa oil,1
Separate hydrolysis and fermentations (SHF),1
sustainable,1
calcium lactate,1
DCS analysis,1
TG analysis,1
Alkali-aggregate reactions,1
Atmospheric conditions,1
Cascade reactions,1
Chromene derivatives,1
Chromenes,1
Multicomponent synthesis,1
Anerobic co-digestion,1
Filtration coefficient,1
Fluidized bed ashes,1
Microstructural tests,1
Parameters characterizing,1
Constructed wetlands,1
Recycling behaviours,1
Redox peak currents,1
Fuel minerals,1
alpine environment,1
mountain environment,1
Regional agenda,1
Regional metabolism,1
REMET-UA model,1
Building energy modelling,1
Data analysis techniques,1
Energy consumption datum,1
Physical interpretation,1
Economic order quantity,1
Catalyst carrier,1
Ceramic catalysts,1
Natural formations,1
Simultaneous thermal analysis,1
Synthesis of new materials,1
Redesign,1
Bactris gasipaes,1
Weight control,1
alkyl lactate,1
Toxic environments,1
Bucharest [Romania],1
Climate control,1
Modular structures,1
University of Rome,1
Antireflection coatings,1
Reflective coatings,1
Wafer bonding,1
Al microparticles,1
Ammonia solution,1
Business constraints,1
Jiangxi Province,1
Microeconomic,1
Cooling crystallization,1
Information provision,1
Physico-chemical adsorption,1
twentieth century,1
Nutrient cycling,1
Volumetric loading rates,1
KOH activation,1
fatty acid derivative,1
sesquiterpene lactone,1
Construction markets,1
Construction ceramics,1
Waelz slags,1
Humber River [England],1
light pollution,1
sodium metabisulfite,1
Cost effectiveness analysis,1
Adaptive designs,1
Engineering profession,1
Foam fractionation,1
Treatments,1
Prioritization techniques,1
Amendments,1
Metal-contaminated soils,1
Physiological mechanisms,1
High specific capacity,1
Mobile and stationary power,1
PEST analysis,1
Design change,1
Government policy and funding,1
Gas barrier properties,1
Physical performance,1
Plastic processing,1
Contextual value,1
Service valorization,1
Addis Ababa,1
Jimma,1
Cement-treated aggregates,1
Colliery spoils,1
Minestone,1
Panel co integrations,1
Panel unit root tests,1
Private investment,1
Pseudo-second order rates,1
Rate-controlling steps,1
Reactive blue 19,1
Gibberellic Acid,1
Gibberellic acid,1
Polymeric nanocapsules,1
Primary root lengths,1
clustering,1
Fuzzy min-max neural networks,1
Inclusion measure,1
Region division,1
Coolants,1
Light olefin productions,1
Circularity interventions,1
circularity gap,1
stock depletion,1
Cumulative effects,1
Industry emissions,1
Product specifications,1
Environmental levels,1
Fluoride toxicity,1
Fluoride Transport,1
nephrotoxicity,1
thyroid disease,1
tooth,1
Plastic flow,1
Collaborative research,1
Quantitative calculation,1
nipple,1
Electronic warfare,1
Energy dispersions,1
Benzothiazoles,1
Comb and Wattles,1
Sulfonic Acids,1
comb,1
Electrochemical capacitance,1
Acetanilides,1
Butanes,1
"Chemistry, Pharmaceutical",1
Learning,1
Pentanols,1
1-iodobutane,1
acetanilide,1
acetanilide derivative,1
clinical education,1
Private Sector,1
Relational contracts,1
Personal fabrication,1
Boiler firing,1
Rational operation,1
chain grate steam boiler,1
Foresight,1
Forest based industries,1
multilevel,1
net additions to stock,1
capital formation,1
Mugnano Cave,1
Siena [Tuscany],1
Canis familiaris,1
Dog excrement,1
Quadratic exothermic index (EXI2),1
Urban pruning waste,1
Epoxidation reactions,1
Reaction catalyzed,1
Solvent free process,1
Electrolytic analysis,1
Electrolytic refining sector,1
Output price,1
Total production cost,1
Unit production cost,1
Target driven,1
American society for testing and materials,1
ASTM international,1
Cellulose hydrolysis,1
Lignocellulosic fibers,1
Waste-to-value processing,1
Waste composition analyse,1
Heat of oxidation,1
Oxygen transport,1
Visual BASIC,1
Environmental simulation,1
R245fa,1
Ellagitannins,1
HPLC-ESI/DAD-MS,1
MALDI-TOF,1
Cognitive Computing,1
Data driven modelling,1
Intelligent resource,1
Manufacturing environments,1
Tower Hamlets,1
National statistics,1
Anhydrides,1
"2,5 bis[(oxiran 2 ylmethoxy)methyl]furan",1
tertiary amine,1
Curing behavior,1
Methyl nadic anhydrides,1
Copper and zinc,1
Single-stage process,1
Solvent impregnated resin,1
Biaxial orientation,1
Film structure,1
Electric power system interconnection,1
Downstream separation,1
Parameter sensitivities,1
Manufacturing base,1
Manufacturing jobs,1
ergosterol,1
physcion,1
polyketide,1
prodigiosin,1
auxotrophy,1
Penicillium oxalicum,1
Measurement,1
Corrective actions,1
environmental,1
Measurement field,1
Monitoring process,1
Chinese manufacturers,1
reverse activities,1
Digestate quality,1
Fertilizer ordinance,1
Glass transition points,1
Tensile characteristics,1
Doctor blade method,1
Delivery,1
Consumption levels,1
compartment model,1
Computer simulation model,1
Apis mellifera,1
Industrial environmental impacts,1
Less CO2,1
chitooligosaccharide,1
drug structure,1
Catalyst nano particles,1
Computational investigation,1
Computational technique,1
Identification of structures,1
Microkinetic modelling,1
renewable feedstock,1
Concurrent development,1
Polymer building blocks,1
resource recycling industry,1
Mechanical and thermo-mechanical properties,1
Resistant starch,1
Total antioxidant capacities (TAC),1
Total organic matter,1
amyloid beta protein[1-42],1
beeswax,1
paralysis,1
protein localization,1
Adaptation and learning,1
multinational operations,1
Ability testing,1
Chalmers University of Technology,1
Cracking process,1
SWOT,1
Bioelectric potentials,1
Threats,1
Shape memory effect,1
Cold crystallization temperature,1
Impact modifiers,1
Packaging articles,1
Processing and properties,1
Shape memory,1
Shape memory behavior,1
Shape memory recovery,1
Cotton cultivation,1
Fibre length,1
Carbonaceous fuels,1
Small-scale gasifications,1
Supply chain modelling,1
Collaborative platform,1
Competitive business,1
Financial measures,1
implementation,1
Indicator development,1
resources,1
value,1
Emission intensity,1
Bridge constructions,1
Circular bridge construction,1
Circular bridges,1
energy use impact,1
municipal biowaste,1
narrow waste system,1
0-1-Integer Programming,1
Decision support models,1
Life cycle inventory database (LCI),1
Co-culture fermentation,1
Natural gas networks,1
Visual inspection,1
BioDeNOx,1
Inorganic nitrogen,1
NOx removal,1
Chemical and mineralogical compositions,1
Emergy evaluation,1
Optimization methodology,1
Optimized designs,1
gamma butyrolactone,1
barrier property,1
water vapor transmission rate,1
System interventions,1
Inter-organizational relationships,1
Production planning and control,1
Adsorption of pb,1
Rice hulls,1
Fixed effects regression models,1
Green job,1
Solid waste and recycling industry,1
Thermodynamic equilibrium model,1
capital flow,1
Governmental intervention,1
Anaerobic membrane,1
Kolbe electrolysis,1
Liquid energy sources,1
Aizkraukle,1
Rural regions,1
Small region,1
Enzymatic sugar,1
Film of biopolymer,1
Paper waste brick,1
Waterloo,1
Centralized management,1
Dismantling manipulation modes,1
Phthalic acid esters,1
Physicochemical parameters,1
Spatial variations,1
sex,1
urine level,1
Bandwagon effect,1
Depth changes,1
Learning by doing,1
Business and management,1
Health professionals,1
Agricultural pellet,1
Ash melting,1
Forage,1
Polymeric additives,1
Strength porosities,1
Testing standards,1
Unfired clay bricks,1
Mesoporous Silica,1
DC'S,1
Sustainable landfilling,1
food quantity,1
Computer aided-approach,1
Dynamics methods,1
Computer peripheral equipment,1
NTCRS,1
Index decomposition analysis,1
IPAT,1
Forest Products Industry,1
Forest biorefinery,1
Political support,1
Scholarly works,1
Disposition decision,1
vinyltrimethoxysilane,1
eco-efficiency assessment,1
Armadillo,1
Magnetic Resonance Imaging,1
Resonance,1
Activated carbon granule,1
Bioanode,1
Biofilm distribution,1
Biofilm growth,1
Biofilm volume,1
glucoside,1
antimutagenic activity,1
thermal processing,1
Revalorisation,1
EEIOA,1
Interventions,1
Bio-components,1
Epoxidized oil,1
Fresh vegetables,1
Liquid crystal polymers,1
Compression-molded films,1
Ethylene vinyl alcohol,1
Ordered structures,1
Polymer liquid crystals,1
Solvent free synthesis,1
bio based plastic,1
Information technology professionals,1
Technology projects,1
Leading indicators,1
Solid loading,1
Constructive alignments,1
Educational approach,1
Pedagogical principles,1
Problem based learning,1
problem based learning,1
Cluj,1
Cluj-Napoca,1
Transylvania,1
Ecological validity,1
Quantitative rigor,1
ecological validity,1
product lifetime extension business model,1
Biofouling,1
Analytical characterization,1
Anti-biofouling,1
Sustainable power generation,1
Climate chambers,1
Stomatal conductance,1
root development,1
ceramic slab,1
Squaring operations,1
Photochemical ozone creation potentials,1
ceramic tile,1
stone,1
4 per 1000,1
PAS100,1
subsoil,1
brownfield soil,1
green waste compost,1
Financial assistance,1
Brazil coffee- in-capsules,1
Brazilian coffees,1
consumer green values,1
valued-focused thinking,1
Reduced material consumption,1
Validity,1
Ecological product,1
IS life cycle,1
intI1,1
Microcosms,1
Sulfonamides,1
organic sulfur compound,1
Ceramic suspensions,1
Quantitative characteristics,1
Urban sustainable development,1
Energy efficient technology,1
Modelling and optimisation,1
Process energy efficiency,1
Hong kong special administrative regions,1
No-observed-effect-concentrations,1
Repeated application,1
Soil ecotoxicology,1
Liriomyza sativae,1
urban waste,1
Hybrid porous materials,1
Organic ligands,1
