keyword,frequency
sustainable business models (SBMs),1
Conceptual metaphor theory,1
Rhetoric,1
Electrometallurgy,1
Polyethylene glycol,1
Slurry electrolysis,1
Waste-printed circuit broads,1
CE barriers,1
Environmental impact reduction pathway,1
Pallet,1
consumption pattern,1
human health risk assessment,1
invasive alien species management,1
Pentafluoro propionic acid (PFPA),1
Response surface (RS),1
Titanium dioxide (TiO<sub>2</sub>),1
Ultraviolet (UV),1
treatment performance,1
urban and agricultural settings,1
Bio composites,1
Hazelnut shell powder,1
Fibrous cellulose sludge,1
Hydrophobic hybrid silica,1
Silicone oil,1
edible mushrooms,1
valorization of residues,1
circuit economy,1
packing media,1
polyester waste,1
End-of-life products,1
Circular value retention,1
Sufficiency-based circular economy,1
Pretreatment techniques,1
Bioadsorbents,1
Biomass usage,1
Time-varying causality insight,1
Agile new product development,1
Performance metrics,1
2-Tuple,1
Similarity aggregation method,1
ANN model,1
deconvolution method,1
Gaseous emission,1
Shrimp sludge,1
Thermophilic composting,1
ABS plastics,1
physical marking,1
Circular economy microalgae,1
Artifacts,1
Circular innovation ecosystem,1
Co-innovation platform,1
Knowledge management platform,1
Value focus,1
Automated waste sorting,1
carbon fiber materials,1
carbon fiber-reinforced composite,1
finite element analysis (FEA),1
recycling of carbon fiber,1
recycling of composite materials,1
Malmquist analysis,1
Voluntary environmental policy,1
Peri-urban agriculture,1
Carbon capture and utilisation (CCU),1
CO<sub>2</sub> allocation,1
Linear Programming (LP),1
Soil phosphorus,1
circular start-up,1
Alkali activators,1
Water-energy-environment nexus,1
Magnetic composites,1
Oxytetracycline,1
Graphite,1
Emerging materials,1
Industry-4.0,1
Cross-border M&A network,1
Long-term effect,1
Short-term effect,1
Activated char,1
Policy considerations,1
Operational factors,1
Service operations,1
Collaborative innovation networks,1
Energy conservation and environmental protection industry (ECEPI),1
Multidimensional proximity,1
Network evolution,1
clay ceramic,1
coal fines,1
filter press cake,1
waste fraction,1
Natural substances,1
Debonding,1
Microwave absorption,1
Fixed-bed hydrogenation,1
Suspended-bed hydrogenation,1
Waste oils and fats,1
Brewery spent grain,1
Microbreweries,1
carbon-neutrality climate change,1
Microalgae biorefinery,1
Steel trusses,1
parameter correlation,1
railway transport,1
Python-based platform,1
Risk-based analysis,1
Trade-off-based decision-making tool,1
geoconservation,1
geodiversity,1
geoheritage,1
geosystem services,1
geotourism,1
Facilitated Do-It-Yourself Repair,1
User Roles,1
Value Co-creation,1
Coffee shell,1
environmental and social impacts,1
blended filament,1
post-consumer PLA waste,1
cost-effective bioprocessing,1
microbial lipid production,1
non-conventional yeasts,1
comprehensive literature review,1
supply chain quality management,1
European SMEs,1
Key strategies,1
International,1
dispersion fields of toxicants,1
ecological safety,1
green (circular) economy,1
green management and marketing,1
vehicle pollution,1
Oil palm fiber,1
Reusable plastic crates,1
Industrial water use,1
SWOT–AHP,1
Bioactive packaging,1
citrus coating,1
Natural polysaccharide,1
Nitrifying bacteria,1
Carbon dioxide adsorption,1
Earth metal oxide,1
Construction machinery,1
Diesel particulate filters (DPF),1
Electrical energy,1
Post-consumer biodegradable packaging,1
The washing process,1
constraints,1
Kendall’s coefficient,1
poultry droppings,1
revenue,1
coconut waste,1
environmental stewardship,1
Rate-determining step,1
Short process,1
Electronic waste disposal,1
eWOM,1
Perceived usage of online collection system,1
Direct carbonation,1
Indirect carbonation,1
Circular economy 9R's concepts,1
SPEs,1
Public University,1
cork agrocomposite,1
cork powder,1
polymer–matrix composites,1
Future scenario,1
social ecology,1
factors,1
Collection channel,1
ceiling temperature,1
thermodynamic parameters,1
uncertainty propagation,1
Hybrid energy system,1
Kalina cycle,1
Low-Carbon integrated process,1
Methanol synthesis process,1
Apparel textile,1
Dissolving pulp,1
Man-made cellulose fiber,1
Robustness analysis,1
Housing reform,1
Peri-urban area,1
Hybrid technology,1
Excavated waste,1
Polynomial fitting method,1
Job,1
Skill,1
Life cycle techno-sustainability assessment,1
Renewable electricity,1
"Data uncertainty, Meso-level circular economy, Macro-level circular economy",1
Trophic State Index,1
expired drugs,1
medication disposal,1
unused drugs,1
waste management knowledge,1
barocaloric,1
breathing-caloric,1
thermomaterials,1
thermometry,1
Coastal management,1
Macroalgae waste,1
Plant biostimulant,1
Flotation process,1
green altruism,1
multi-group analysis,1
purchase intention toward circular economy products,1
willingness to be environmentally friendly,1
CO<sub>2</sub> sink,1
sustainable building material,1
Post-consumer garments,1
Civil construction,1
Proknow-C,1
Raw material substitution,1
Waste usage,1
DGT method,1
Relative agronomic efficiency,1
Sustainable P fertilizer production,1
development model,1
fertilizer treatment,1
sacha inchi,1
Animal manure–derived biochar,1
Quantum chemistry modeling,1
Tetracycline adsorption,1
X-ray micro-computed tomography,1
sustainable raw materials,1
CO<sub>2</sub> diffusion,1
Sludge wastewater,1
Recycling wastes,1
municipalities,1
Brassica juncea,1
Martian-like soil,1
Waste amendments,1
Bio-based composites,1
Composite beams,1
Flexural behaviour,1
Timber-cardboard sandwich structures,1
archival research,1
ethic of care garment,1
fashion feminist,1
open research,1
qualitative data,1
research ethics reuse of,1
Material recovery and recycling,1
Optimal synthesis,1
photodynamic antibacterial,1
marine plastic litter,1
Distillery wastewater,1
AI applications,1
Dissipative losses,1
Surface engineering,1
innovative public procurement,1
monographic method,1
chicken manure tea,1
soilless culture,1
Digital circular economy framework,1
Fuels and chemicals,1
Plastic char,1
PW (PW),1
Aliphatics and aromatics recovery,1
Membrane distillation crystallization,1
Mine tailings leachate,1
ornamental stones,1
"Compost, Citrus",1
reaction temperature,1
Mn<sub>3</sub>O<sub>4</sub>,1
Structural manipulation,1
Sustainable supercapacitor,1
ZnMn<sub>2</sub>O<sub>4</sub>,1
chromium (VI),1
bio-char,1
black liquor,1
Combinative distance-based assessment,1
Fermatean probabilistic hesitant fuzzy set,1
Packaging waste collection,1
Carbon nanoproducts,1
consumption chain,1
fashion and textile industry,1
Respirometer,1
glass fibre reinforced plastics,1
rotor blades,1
Oil-produced water,1
Treatment and utilization,1
Copolymer,1
PBS,1
Kiwi Residue,1
Capsicum annuum L,1
Dye reduction,1
Industrial wastes valorisation,1
Steel slags carbonation,1
Street bin waste,1
Paper industry,1
Colocasia esculenta stems,1
High crystallinity,1
culinary applications,1
ecological aspects,1
green walnut,1
therapeutic uses,1
Rearing substrate,1
biomass supply chain,1
CBE,1
success criteria,1
technology scenario,1
circular economy supply chain,1
rubber recycling industry,1
acacia,1
anticipatory behavior,1
autocatalytic process,1
simulation model,1
sustainable steady-state,1
Plastic waste conversion,1
Dentin desensitization,1
Enamel remineralization,1
Microindentation,1
Natural calcium phosphates,1
Preventive dentistry,1
structural engineering,1
systematic mapping,1
Argentine shortfin squid,1
UV-photoprotector,1
Location-adjustment,1
Polycarbonate methanolysis,1
Solid-supported organocatalyst,1
TBD,1
Total interpretive structural modelling (TISM),1
Wastewater management (WWM) business,1
Wastewater reuse and recovery,1
Antimicrobial and antioxidant activities,1
Enriched olive pomace,1
Coagulants,1
Poly aluminum chloride,1
design analysis,1
environmental science,1
oil spill recovery,1
polysulfides,1
porous polymer,1
Panel QARDL,1
soil database,1
soil information system,1
soil quality indices,1
Syngas impurities inhibition,1
Tar inhibition,1
geopolymer composites,1
SEM morphology,1
Eco-control systems,1
Adsorbent regeneration,1
Organics pollutants,1
MAPED framework,1
SHIFT framework,1
Microbial biotransformation,1
Plastic waste upcycling,1
"α,ω-diacids",1
metals availability,1
Both,1
Circular health-care economy,1
Stakeholders involvement,1
Sustainable supply chain practices,1
Inorganic polymer spheres,1
Synthetic lightweight aggregates,1
adsorption capacity,1
functional polymers,1
greener approach,1
Sustainable biohydrogen,1
Clostridioides difficile,1
Clostridium botulinum,1
Clostridium perfringens,1
kinetic parameters,1
MBC,1
MIC,1
olive oil wastewater extract,1
time-kill test,1
Diversion,1
eco-innovative economy,1
eco-innovative transformation,1
financial opportunities,1
financing,1
adhered cement mortar,1
carbon-capture utilization and storage,1
recycled concrete fines,1
drone-borne imaging radar,1
atmospheric plasma,1
biobased reactive hot melt adhesives,1
vacuum plasma,1
Royal institute of british architects (RIBA) plan of work,1
polyhydroxynaphthoquinones,1
sea urchins,1
DEHP,1
Phthalate metabolites,1
aggregates quarries,1
Healthcare industry,1
MedTech,1
biogeochemical cycles,1
carbon capture and use,1
closed carbon cycle,1
history of the closed carbon cycle,1
implementation gap,1
nuclear-electrochemical age,1
Suess effect,1
tipping cascades,1
tipping points,1
Economic and environmental benefits,1
Human–robot collaborative,1
Mixed-integer programming,1
Multi-objective immune genetic algorithm,1
Liquid fed pyrolysis,1
Polyethylene films,1
DNA surveillance,1
"Foaming, Methanogenesis",1
improved grassland,1
battery energy storage system,1
PV system,1
Can Gio district,1
Flare gas recovery,1
Processes modeling,1
Techno-economic framework,1
frame,1
mounting system,1
coordinative chain transfer polymerization,1
Constructivism,1
Consumer Chemistry,1
Cooperative Learning,1
Upper-Division Undergraduate,1
Emerging green economies,1
Bentonite modified biochar,1
Sorption kinetics,1
treatment water,1
tripolyphosphate (TPP),1
Odours emission,1
Environmental behavior,1
NH<sub>3</sub>-NH<sub>4</sub>Cl-H<sub>2</sub>O system,1
zinc oxide dust,1
Cantaloupe waste,1
Fluorescence nanosensor,1
Nizatidine,1
Multi generation recycled aggregate concrete,1
Net energy gain,1
Soluble COD,1
Vortex cavitation,1
Hydrothermal deposition,1
Sulfate-based processes,1
Wet impregnation,1
going circular path,1
Implications,1
Nutrient Recovery,1
Treatment Technologies,1
sustainable constructions,1
Multi criteria decision-making,1
Reusable formwork system,1
Willingness to recycle,1
Chemical reaction,1
Polyethylene blends,1
Waste glass fibres,1
Waste-based composites,1
Slow-release fertilizers,1
Cellulose nanocrystal,1
Preparation techniques,1
ISO 59004,1
project management system,1
XP-X30 901,1
Green processing,1
Intensified technologies,1
Wine-derived by-products,1
Odours,1
"environmental, social, and governance (ESG)",1
soil resource,1
Functional filler,1
Antioxidants and anti-inflammatory molecules,1
Keap1/Nrf2,1
consumer empowerment,1
platform focused ethnography,1
textile disposal practices,1
value-in-disposition,1
biochar amendment,1
horticulture waste,1
Contaminant remediation,1
Resource valorization,1
city environment,1
policy pilot,1
quasi-natural experiment,1
surgical face masks,1
purges,1
reinforcement material,1
aging in place,1
collective senior housing,1
isovists,1
prefabricated pre-finished volumetric construction,1
volumetric prefabrication,1
Complex organic wastes,1
Hythane,1
clothes repair,1
material understanding,1
repair techniques,1
self-repair practices,1
skills and tools,1
ammonolysis,1
peroxidation,1
urethane bond,1
concrete block waste,1
natural coarse aggregates,1
recycled coarse aggregates,1
alternative nutrient sources,1
Catharanthus roseus,1
Re strategies,1
GHG abatement,1
renewable chemicals,1
sector coupling,1
psychological ownership,1
sustainable decision making,1
ANAEROBIC DIGESTION,1
CIS countries,1
Citations,1
Research trend,1
bioreceptivity,1
ceramic,1
ecological augmentation,1
Responsible Research and Innovation (RRI),1
agricultural byproducts,1
radio frequency (RF),1
whitening,1
circular advantage,1
fuzzy analytic hierarchy process (AHP),1
interval-valued triangular fuzzy numbers (IVTFN-ARAS),1
Urban & rural soils,1
Head space solid-phase microextraction,1
Nitrogen-containing organic compounds,1
Aquatic Sciences,1
integrated business strategies,1
plastic food packaging,1
resolution strategies,1
sustainability tensions,1
cost control,1
evaluation method,1
footprint family,1
four laws of biotics,1
Attribution of environmental commitment,1
Temporal perspective,1
chemical product design,1
throat lozenges,1
Histology,1
Microplastic mismanagement,1
Nanosensors,1
integument,1
pine nuts,1
concurrent extraction,1
coprecipitation,1
cross-processing,1
Animal mortalities,1
connection,1
Toxigenic fungi,1
Digital thread,1
Development of society,1
Historical evidence,1
Rejection of water reuse,1
polyamide waste,1
Silybum marianum L.,1
Urban and agricultural soils,1
Organic binders,1
carbon resource recovery,1
chemically enhanced primary treatment sludge,1
inoculum pretreatment,1
substrate/inoculum ratio,1
design attributes,1
perceived needs,1
stimulus–organism–response theory,1
Resource circulation rate,1
Biodiesel synthesis,1
Plum Kernel Shell,1
Renewable fuel production,1
Waste biomass utilization,1
Nitrogen and suslfur co-doping,1
Waste financing,1
Bioavailable elements,1
Soil elements fractionation,1
Postharvest,1
AIREGIO project,1
SANDMAN project,1
smart pipes,1
Agro byproducts,1
Cold-plasma,1
High hydrostatic pressurized extraction,1
Naviglio extraction,1
second use,1
technical standards,1
Cold alkaline extraction,1
Elephant grass,1
Hemicelluloses,1
light-to-heat conversion,1
membrane technology,1
photothermal materials,1
solar desalination,1
thermoplasmonics,1
oil yield,1
tocopherols,1
digital capability,1
digital eco-innovation,1
decision-making process,1
Spent diatomaceous earth,1
Assessment of Circular Economy,1
Circular Economy Indicators,1
Multiple Criteria Methods,1
big data capability,1
pets,1
nickel supply chain,1
nickel trade,1
product chain,1
Feature combination,1
Driscoll-Kraay,1
"Sustainable, Energy",1
Legionella pneumophila,1
Removal rates,1
SODIS,1
UV-C254,1
Brewing waste diatomite,1
Methanol conversion,1
Nano-H-ZSM-5 aggregates,1
Silica-alumina homologation,1
Data-Driven Modeling,1
Restoration plants,1
Chemically Recyclable Polymers,1
Degradable polymers,1
Olefin Metathesis,1
Ring-opening metathesis polymerization (ROMP),1
Cauliflower stem-derived biochar,1
Chromium(VI),1
Insect–plant–microbe interactions,1
Antirrhinum majus,1
Begonia cucullata,1
Calandula officinalis,1
Dahlia hortensis,1
Polianthes tuberosa,1
Tulbaghia cominsii,1
I4.0 technology,1
nonthermal plasmas,1
plasma,1
plasma reforming,1
CIMO framework,1
E-Waste generation,1
